year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	PowerSystemResourceName	ProductionTypeName	ActualGenerationOutput	ActualConsumption	InstalledGenCapacity	SubmissionTS
2016	1	29	2016-01-29 18:00:00.000	CTA	RTE CA	FR	GRAVELINES 1	Nuclear 	894.000000	0.000000	910.00	2016-01-29 19:57:08.000
2016	1	29	2016-01-29 18:00:00.000	CTA	RTE CA	FR	EMILE HUCHET 6	Fossil Hard coal 	0.000000	0.000000	595.00	2016-01-29 19:57:08.000
2016	1	29	2016-01-29 18:00:00.000	CTA	RTE CA	FR	GRAND MAISON 5	Hydro Pumped Storage 	48.000000	0.000000	152.00	2016-01-29 19:57:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	CRUAS 2	Nuclear 	919.000000	0.000000	915.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	DK6-TV2	Fossil Gas 	77.000000	0.000000	231.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	Pont-sur-Sambre	Fossil Gas 	0.000000	2.000000	412.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	ARRIGHI 2	Fossil Oil 	0.000000	0.000000	129.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	BELLEVILLE 2	Nuclear 	1299.000000	0.000000	1310.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	VILLARODIN 2	Hydro Water Reservoir 	164.000000	0.000000	180.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	CORDEMAIS 4	Fossil Hard coal 	448.000000	0.000000	580.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	NOGENT 1	Nuclear 	1255.000000	0.000000	1310.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 18:00:00.000	CTA	RTE CA	FR	CHOOZ 2	Nuclear 	1510.000000	0.000000	1500.00	2016-01-29 19:57:08.000
2016	1	29	2016-01-29 18:00:00.000	CTA	RTE CA	FR	CATTENOM 4	Nuclear 	1240.000000	0.000000	1300.00	2016-01-29 19:57:08.000
